ID,0,1,2,3
derived__lts__lts2xbar_bytes.sum.per_second [Gbytes],109.12 (+572.14%),109.69 (+575.69%),95.57 (+488.67%),23.44  (+44.42%)
derived__lts__t_sectors_lookup_miss_data_promoted_pct [%],0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
derived__memory_l1_conflicts_shared_nway,0   (+0.00%) {15},0   (+0.00%) {15},0   (+0.00%) {15},"2,354    (+inf%) {226}"
derived__memory_l1_wavefronts_shared_excessive,0   (+0.00%),0   (+0.00%),0   (+0.00%),"3,92,360    (+inf%) {226}"
derived__memory_l2_theoretical_sectors_global_excessive [Kbyte],0 (-100.00%) {2},0 (-100.00%) {2},0 (-100.00%) {2},21.76  (-98.77%) {62}
derived__pct_occupancy_per_block_size [%],"5,151   (+0.00%) {65}","5,151   (+0.00%) {65}","5,151   (+0.00%) {65}","4,994   (-3.05%) {65}"
derived__pct_occupancy_per_register_count [%/register],"10,252   (+0.00%) {257}","10,252   (+0.00%) {257}","10,252   (+0.00%) {257}","10,507   (+2.49%) {257}"
derived__pct_occupancy_per_shared_mem_size [%/Kbyte],2.39   (+0.00%) {200},2.39   (+0.00%) {200},2.39   (+0.00%) {200},5.17 (+115.84%) {200}
derived__shared_spilling_requests,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
derived__shared_spilling_requests_pct [%],0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
derived__sm__sass_thread_inst_executed_op_dfma_pred_on_x2 [inst],80   (+0.00%),80   (+0.00%),80   (+0.00%),80   (+0.00%)
derived__sm__sass_thread_inst_executed_op_ffma_pred_on_x2 [inst],"5,120   (+0.00%)","5,120   (+0.00%)","5,120   (+0.00%)","5,120   (+0.00%)"
derived__sm__sass_thread_inst_executed_op_hfma_pred_on_x4 [inst],"5,120   (+0.00%)","5,120   (+0.00%)","5,120   (+0.00%)","5,120   (+0.00%)"
derived__smsp__inst_executed_op_branch_pct [%],0.13  (-40.66%),0.13  (-40.66%),0.13  (-40.66%),0.06  (-74.65%)
derived__smsp__sass_thread_inst_executed_op_dfma_pred_on_x2 [inst],0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
derived__smsp__sass_thread_inst_executed_op_ffma_pred_on_x2 [inst],0 (-100.00%),0 (-100.00%),0 (-100.00%),0.12  (-92.73%)
derived__smsp__sass_thread_inst_executed_op_hadd_pred_on_x2 [inst],0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
derived__smsp__sass_thread_inst_executed_op_hfma_pred_on_x4 [inst],0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
derived__smsp__sass_thread_inst_executed_op_hmul_pred_on_x2 [inst],0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
derived_tempMetric0,"10,880  (-98.66%)","10,880  (-98.66%)","10,880  (-98.66%)","37,230  (-95.40%)"
derived_tempMetric1,"81,600  (-97.74%)","81,600  (-97.74%)","81,600  (-97.74%)","6,53,650  (-81.87%)"
derived_tempMetric2,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
derived_tempMetric3,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
derived_tempMetric4,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
derived_tempMetric5,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_architecture,400   (+0.00%),400   (+0.00%),400   (+0.00%),400   (+0.00%)
device__attribute_async_engine_count,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_can_flush_remote_writes,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_can_map_host_memory,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_can_tex2d_gather,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_can_use_64_bit_stream_mem_ops,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_can_use_64_bit_stream_mem_ops_v1,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_can_use_host_pointer_for_registered_mem,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_can_use_stream_mem_ops_v1,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_can_use_stream_wait_value_nor,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_can_use_stream_wait_value_nor_v1,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_chip,407   (+0.00%),407   (+0.00%),407   (+0.00%),407   (+0.00%)
device__attribute_clock_rate,"21,30,000   (+0.00%)","21,30,000   (+0.00%)","21,30,000   (+0.00%)","21,30,000   (+0.00%)"
device__attribute_cluster_launch,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_compute_capability_major,8   (+0.00%),8   (+0.00%),8   (+0.00%),8   (+0.00%)
device__attribute_compute_capability_minor,9   (+0.00%),9   (+0.00%),9   (+0.00%),9   (+0.00%)
device__attribute_compute_mode,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_compute_preemption_supported,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_concurrent_kernels,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_concurrent_managed_access,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_confidential_computing_mode,No-CC,No-CC,No-CC,No-CC
device__attribute_cooperative_launch,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_cooperative_multi_device_launch,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_deferred_mapping_cuda_array_supported,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_device_index,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_direct_managed_mem_access_from_host,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_display_name,NVIDIA GeForce RTX 4050 Laptop GPU,NVIDIA GeForce RTX 4050 Laptop GPU,NVIDIA GeForce RTX 4050 Laptop GPU,NVIDIA GeForce RTX 4050 Laptop GPU
device__attribute_dma_buf_supported,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_ecc_enabled,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_fb_bus_width,96   (+0.00%),96   (+0.00%),96   (+0.00%),96   (+0.00%)
device__attribute_fbp_count,2   (+0.00%),2   (+0.00%),2   (+0.00%),2   (+0.00%)
device__attribute_generic_compression_supported,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_global_l1_cache_supported,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_global_memory_bus_width,96   (+0.00%),96   (+0.00%),96   (+0.00%),96   (+0.00%)
device__attribute_gpu_direct_rdma_flush_writes_options,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_gpu_direct_rdma_supported,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_gpu_direct_rdma_with_cuda_vmm_supported,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_gpu_direct_rdma_writes_ordering,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_gpu_overlap,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_gpu_pci_device_id,"68,16,44,254   (+0.00%)","68,16,44,254   (+0.00%)","68,16,44,254   (+0.00%)","68,16,44,254   (+0.00%)"
device__attribute_gpu_pci_ext_device_id,"10,401   (+0.00%)","10,401   (+0.00%)","10,401   (+0.00%)","10,401   (+0.00%)"
device__attribute_gpu_pci_ext_downstream_link_rate,"32,000   (+0.00%)","32,000   (+0.00%)","32,000   (+0.00%)","32,000   (+0.00%)"
device__attribute_gpu_pci_ext_downstream_link_width,8   (+0.00%),8   (+0.00%),8   (+0.00%),8   (+0.00%)
device__attribute_gpu_pci_ext_gen,3   (+0.00%),3   (+0.00%),3   (+0.00%),3   (+0.00%)
device__attribute_gpu_pci_ext_gpu_gen,3   (+0.00%),3   (+0.00%),3   (+0.00%),3   (+0.00%)
device__attribute_gpu_pci_ext_gpu_link_rate,"16,000   (+0.00%)","16,000   (+0.00%)","16,000   (+0.00%)","16,000   (+0.00%)"
device__attribute_gpu_pci_ext_gpu_link_width,8   (+0.00%),8   (+0.00%),8   (+0.00%),8   (+0.00%)
device__attribute_gpu_pci_revision_id,161   (+0.00%),161   (+0.00%),161   (+0.00%),161   (+0.00%)
device__attribute_gpu_pci_sub_system_id,"2,34,36,37,052   (+0.00%)","2,34,36,37,052   (+0.00%)","2,34,36,37,052   (+0.00%)","2,34,36,37,052   (+0.00%)"
device__attribute_handle_type_fabric_supported,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_handle_type_posix_file_descriptor_supported,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_handle_type_win32_handle_supported,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_handle_type_win32_kmt_handle_supported,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_host_native_atomic_supported,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_host_numa_id,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_host_register_supported,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_implementation,407   (+0.00%),407   (+0.00%),407   (+0.00%),407   (+0.00%)
device__attribute_integrated,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_ipc_event_supported,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_kernel_exec_timeout,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_l2_cache_size,"2,51,65,824   (+0.00%)","2,51,65,824   (+0.00%)","2,51,65,824   (+0.00%)","2,51,65,824   (+0.00%)"
device__attribute_l2s_count,16   (+0.00%),16   (+0.00%),16   (+0.00%),16   (+0.00%)
device__attribute_limits_max_cta_per_sm,24   (+0.00%),24   (+0.00%),24   (+0.00%),24   (+0.00%)
device__attribute_limits_num_tpcs,10   (+0.00%),10   (+0.00%),10   (+0.00%),10   (+0.00%)
device__attribute_local_l1_cache_supported,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_managed_memory,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_max_access_policy_window_size,"13,42,13,632   (+0.00%)","13,42,13,632   (+0.00%)","13,42,13,632   (+0.00%)","13,42,13,632   (+0.00%)"
device__attribute_max_block_dim_x,"1,024   (+0.00%)","1,024   (+0.00%)","1,024   (+0.00%)","1,024   (+0.00%)"
device__attribute_max_block_dim_y,"1,024   (+0.00%)","1,024   (+0.00%)","1,024   (+0.00%)","1,024   (+0.00%)"
device__attribute_max_block_dim_z,64   (+0.00%),64   (+0.00%),64   (+0.00%),64   (+0.00%)
device__attribute_max_blocks_per_multiprocessor,24   (+0.00%),24   (+0.00%),24   (+0.00%),24   (+0.00%)
device__attribute_max_gpu_frequency_khz,"21,30,000   (+0.00%)","21,30,000   (+0.00%)","21,30,000   (+0.00%)","21,30,000   (+0.00%)"
device__attribute_max_grid_dim_x,"2,14,74,83,647   (+0.00%)","2,14,74,83,647   (+0.00%)","2,14,74,83,647   (+0.00%)","2,14,74,83,647   (+0.00%)"
device__attribute_max_grid_dim_y,"65,535   (+0.00%)","65,535   (+0.00%)","65,535   (+0.00%)","65,535   (+0.00%)"
device__attribute_max_grid_dim_z,"65,535   (+0.00%)","65,535   (+0.00%)","65,535   (+0.00%)","65,535   (+0.00%)"
device__attribute_max_ipc_per_multiprocessor,4   (+0.00%),4   (+0.00%),4   (+0.00%),4   (+0.00%)
device__attribute_max_ipc_per_scheduler,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_max_mem_frequency_khz,"80,01,000   (+0.00%)","80,01,000   (+0.00%)","80,01,000   (+0.00%)","80,01,000   (+0.00%)"
device__attribute_max_persisting_l2_cache_size,"1,73,01,504   (+0.00%)","1,73,01,504   (+0.00%)","1,73,01,504   (+0.00%)","1,73,01,504   (+0.00%)"
device__attribute_max_pitch,"2,14,74,83,647   (+0.00%)","2,14,74,83,647   (+0.00%)","2,14,74,83,647   (+0.00%)","2,14,74,83,647   (+0.00%)"
device__attribute_max_registers_per_block,"65,536   (+0.00%)","65,536   (+0.00%)","65,536   (+0.00%)","65,536   (+0.00%)"
device__attribute_max_registers_per_multiprocessor,"65,536   (+0.00%)","65,536   (+0.00%)","65,536   (+0.00%)","65,536   (+0.00%)"
device__attribute_max_registers_per_thread,255   (+0.00%),255   (+0.00%),255   (+0.00%),255   (+0.00%)
device__attribute_max_shared_memory_per_block,"49,152   (+0.00%)","49,152   (+0.00%)","49,152   (+0.00%)","49,152   (+0.00%)"
device__attribute_max_shared_memory_per_block_optin,"1,01,376   (+0.00%)","1,01,376   (+0.00%)","1,01,376   (+0.00%)","1,01,376   (+0.00%)"
device__attribute_max_shared_memory_per_multiprocessor,"1,02,400   (+0.00%)","1,02,400   (+0.00%)","1,02,400   (+0.00%)","1,02,400   (+0.00%)"
device__attribute_max_threads_per_block,"1,024   (+0.00%)","1,024   (+0.00%)","1,024   (+0.00%)","1,024   (+0.00%)"
device__attribute_max_threads_per_multiprocessor,"1,536   (+0.00%)","1,536   (+0.00%)","1,536   (+0.00%)","1,536   (+0.00%)"
device__attribute_max_warps_per_multiprocessor,48   (+0.00%),48   (+0.00%),48   (+0.00%),48   (+0.00%)
device__attribute_max_warps_per_scheduler,12   (+0.00%),12   (+0.00%),12   (+0.00%),12   (+0.00%)
device__attribute_maximum_surface1d_layered_layers,"2,048   (+0.00%)","2,048   (+0.00%)","2,048   (+0.00%)","2,048   (+0.00%)"
device__attribute_maximum_surface1d_layered_width,"32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)"
device__attribute_maximum_surface1d_width,"32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)"
device__attribute_maximum_surface2d_height,"65,536   (+0.00%)","65,536   (+0.00%)","65,536   (+0.00%)","65,536   (+0.00%)"
device__attribute_maximum_surface2d_layered_height,"32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)"
device__attribute_maximum_surface2d_layered_layers,"2,048   (+0.00%)","2,048   (+0.00%)","2,048   (+0.00%)","2,048   (+0.00%)"
device__attribute_maximum_surface2d_layered_width,"32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)"
device__attribute_maximum_surface2d_width,"1,31,072   (+0.00%)","1,31,072   (+0.00%)","1,31,072   (+0.00%)","1,31,072   (+0.00%)"
device__attribute_maximum_surface3d_depth,"16,384   (+0.00%)","16,384   (+0.00%)","16,384   (+0.00%)","16,384   (+0.00%)"
device__attribute_maximum_surface3d_height,"16,384   (+0.00%)","16,384   (+0.00%)","16,384   (+0.00%)","16,384   (+0.00%)"
device__attribute_maximum_surface3d_width,"16,384   (+0.00%)","16,384   (+0.00%)","16,384   (+0.00%)","16,384   (+0.00%)"
device__attribute_maximum_surfacecubemap_layered_layers,"2,046   (+0.00%)","2,046   (+0.00%)","2,046   (+0.00%)","2,046   (+0.00%)"
device__attribute_maximum_surfacecubemap_layered_width,"32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)"
device__attribute_maximum_surfacecubemap_width,"32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)"
device__attribute_maximum_texture1d_layered_layers,"2,048   (+0.00%)","2,048   (+0.00%)","2,048   (+0.00%)","2,048   (+0.00%)"
device__attribute_maximum_texture1d_layered_width,"32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)"
device__attribute_maximum_texture1d_linear_width,"26,84,35,456   (+0.00%)","26,84,35,456   (+0.00%)","26,84,35,456   (+0.00%)","26,84,35,456   (+0.00%)"
device__attribute_maximum_texture1d_mipmapped_width,"32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)"
device__attribute_maximum_texture1d_width,"1,31,072   (+0.00%)","1,31,072   (+0.00%)","1,31,072   (+0.00%)","1,31,072   (+0.00%)"
device__attribute_maximum_texture2d_gather_height,"32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)"
device__attribute_maximum_texture2d_gather_width,"32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)"
device__attribute_maximum_texture2d_height,"65,536   (+0.00%)","65,536   (+0.00%)","65,536   (+0.00%)","65,536   (+0.00%)"
device__attribute_maximum_texture2d_layered_height,"32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)"
device__attribute_maximum_texture2d_layered_layers,"2,048   (+0.00%)","2,048   (+0.00%)","2,048   (+0.00%)","2,048   (+0.00%)"
device__attribute_maximum_texture2d_layered_width,"32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)"
device__attribute_maximum_texture2d_linear_height,"65,000   (+0.00%)","65,000   (+0.00%)","65,000   (+0.00%)","65,000   (+0.00%)"
device__attribute_maximum_texture2d_linear_pitch,"20,97,120   (+0.00%)","20,97,120   (+0.00%)","20,97,120   (+0.00%)","20,97,120   (+0.00%)"
device__attribute_maximum_texture2d_linear_width,"1,31,072   (+0.00%)","1,31,072   (+0.00%)","1,31,072   (+0.00%)","1,31,072   (+0.00%)"
device__attribute_maximum_texture2d_mipmapped_height,"32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)"
device__attribute_maximum_texture2d_mipmapped_width,"32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)"
device__attribute_maximum_texture2d_width,"1,31,072   (+0.00%)","1,31,072   (+0.00%)","1,31,072   (+0.00%)","1,31,072   (+0.00%)"
device__attribute_maximum_texture3d_depth,"16,384   (+0.00%)","16,384   (+0.00%)","16,384   (+0.00%)","16,384   (+0.00%)"
device__attribute_maximum_texture3d_depth_alternate,"32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)"
device__attribute_maximum_texture3d_height,"16,384   (+0.00%)","16,384   (+0.00%)","16,384   (+0.00%)","16,384   (+0.00%)"
device__attribute_maximum_texture3d_height_alternate,"8,192   (+0.00%)","8,192   (+0.00%)","8,192   (+0.00%)","8,192   (+0.00%)"
device__attribute_maximum_texture3d_width,"16,384   (+0.00%)","16,384   (+0.00%)","16,384   (+0.00%)","16,384   (+0.00%)"
device__attribute_maximum_texture3d_width_alternate,"8,192   (+0.00%)","8,192   (+0.00%)","8,192   (+0.00%)","8,192   (+0.00%)"
device__attribute_maximum_texturecubemap_layered_layers,"2,046   (+0.00%)","2,046   (+0.00%)","2,046   (+0.00%)","2,046   (+0.00%)"
device__attribute_maximum_texturecubemap_layered_width,"32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)"
device__attribute_maximum_texturecubemap_width,"32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)","32,768   (+0.00%)"
device__attribute_mem_sync_domain_count,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_memory_clock_rate,"80,01,000   (+0.00%)","80,01,000   (+0.00%)","80,01,000   (+0.00%)","80,01,000   (+0.00%)"
device__attribute_memory_pools_supported,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_mempool_supported_handle_types,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_mps_enabled,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_multi_gpu_board,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_multi_gpu_board_group_id,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_multicast_supported,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_multiprocessor_count,20   (+0.00%),20   (+0.00%),20   (+0.00%),20   (+0.00%)
device__attribute_num_l2s_per_fbp,8   (+0.00%),8   (+0.00%),8   (+0.00%),8   (+0.00%)
device__attribute_num_schedulers_per_multiprocessor,4   (+0.00%),4   (+0.00%),4   (+0.00%),4   (+0.00%)
device__attribute_num_tex_per_multiprocessor,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_numa_config,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_pageable_memory_access,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_pageable_memory_access_uses_host_page_tables,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_pci_bus_id,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_pci_device_id,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_pci_domain_id,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_ram_location,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_ram_type,17   (+0.00%),17   (+0.00%),17   (+0.00%),17   (+0.00%)
device__attribute_reserved_shared_memory_per_block,"1,024   (+0.00%)","1,024   (+0.00%)","1,024   (+0.00%)","1,024   (+0.00%)"
device__attribute_sass_level,8   (+0.00%),8   (+0.00%),8   (+0.00%),8   (+0.00%)
device__attribute_single_to_double_precision_perf_ratio,64   (+0.00%),64   (+0.00%),64   (+0.00%),64   (+0.00%)
device__attribute_sparse_cuda_array_supported,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_stream_priorities_supported,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_surface_alignment,512   (+0.00%),512   (+0.00%),512   (+0.00%),512   (+0.00%)
device__attribute_tcc_driver,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_tensor_map_access_supported,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_texture_alignment,512   (+0.00%),512   (+0.00%),512   (+0.00%),512   (+0.00%)
device__attribute_texture_pitch_alignment,32   (+0.00%),32   (+0.00%),32   (+0.00%),32   (+0.00%)
device__attribute_total_constant_memory,"65,536   (+0.00%)","65,536   (+0.00%)","65,536   (+0.00%)","65,536   (+0.00%)"
device__attribute_total_memory,"6,43,87,80,928   (+0.00%)","6,43,87,80,928   (+0.00%)","6,43,87,80,928   (+0.00%)","6,43,87,80,928   (+0.00%)"
device__attribute_unified_addressing,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_unified_function_pointers,0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
device__attribute_virtual_address_management_supported,1   (+0.00%),1   (+0.00%),1   (+0.00%),1   (+0.00%)
device__attribute_warp_size,32   (+0.00%),32   (+0.00%),32   (+0.00%),32   (+0.00%)
dram__bytes.avg.peak_sustained [byte/cycle],8   (+0.00%),8   (+0.00%),8   (+0.00%),8   (+0.00%)
dram__bytes.avg.per_second [Gbyte/s],"38.32 (+9,164.36%)","38.53 (+9,213.38%)","33.55 (+8,011.66%)","6.01 (+1,353.22%)"
dram__bytes.max.peak_sustained [byte/cycle],8   (+0.00%),8   (+0.00%),8   (+0.00%),8   (+0.00%)
dram__bytes.max.per_second [Gbyte/s],"38.40 (+9,116.40%)","38.60 (+9,165.16%)","33.62 (+7,969.66%)","6.08 (+1,358.67%)"
dram__bytes.min.peak_sustained [byte/cycle],8   (+0.00%),8   (+0.00%),8   (+0.00%),8   (+0.00%)
dram__bytes.min.per_second [Gbyte/s],"38.19 (+9,235.97%)","38.41 (+9,290.54%)","33.44 (+8,074.35%)","5.97 (+1,358.45%)"
dram__bytes.sum.peak_sustained [byte/cycle],24   (+0.00%),24   (+0.00%),24   (+0.00%),24   (+0.00%)
dram__bytes.sum.per_second [Gbyte/s],"114.97 (+9,164.36%)","115.58 (+9,213.38%)","100.66 (+8,011.66%)","18.03 (+1,353.22%)"
dram__bytes_read.sum [Kbyte],699.01  (-24.08%),699.01  (-24.08%),699.01  (-24.08%),372.22  (-59.57%)
dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],"69.09 (+10,579.35%)","69.37 (+10,622.77%)","72.62 (+11,124.68%)","12.84 (+1,883.95%)"
dram__bytes_read.sum.per_second [Gbyte/s],"114.97 (+9,164.36%)","115.58 (+9,213.38%)","100.66 (+8,011.66%)","18.03 (+1,353.22%)"
dram__bytes_write.sum [byte],0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
dram__bytes_write.sum.per_second [byte/s],0   (+0.00%),0   (+0.00%),0   (+0.00%),0   (+0.00%)
dram__cycles_active.avg [cycle],"29,125.33  (-24.08%)","29,125.33  (-24.08%)","29,125.33  (-24.08%)","15,509.33  (-59.57%)"
dram__cycles_active.avg.pct_of_peak_sustained_elapsed [%],"69.09 (+10,579.35%)","69.37 (+10,622.77%)","72.62 (+11,124.68%)","12.84 (+1,883.95%)"
dram__cycles_active.max [cycle],"29,184  (-24.47%)","29,184  (-24.47%)","29,184  (-24.47%)","15,680  (-59.42%)"
dram__cycles_active.max.pct_of_peak_sustained_elapsed [%],"69.23 (+10,524.06%)","69.51 (+10,567.25%)","72.77 (+11,066.57%)","12.98 (+1,891.39%)"
dram__cycles_active.min [cycle],"29,024  (-23.49%)","29,040  (-23.45%)","29,024  (-23.49%)","15,392  (-59.43%)"
dram__cycles_active.min.pct_of_peak_sustained_elapsed [%],"68.85 (+10,661.89%)","69.17 (+10,711.60%)","72.37 (+11,211.43%)","12.74 (+1,891.09%)"
dram__cycles_active.sum [cycle],"87,376  (-24.08%)","87,376  (-24.08%)","87,376  (-24.08%)","46,528  (-59.57%)"
dram__cycles_active.sum.pct_of_peak_sustained_elapsed [%],"69.09 (+10,579.35%)","69.37 (+10,622.77%)","72.62 (+11,124.68%)","12.84 (+1,883.95%)"
dram__cycles_elapsed.avg [cycle],"42,154.67  (-99.29%)","41,984  (-99.29%)","40,106.67  (-99.32%)","1,20,832  (-97.96%)"
dram__cycles_elapsed.avg.per_second [Ghz],6.93  (-13.25%),6.94  (-13.14%),5.78  (-27.73%),5.85  (-26.75%)
dram__cycles_elapsed.max [cycle],"42,496  (-99.28%)","41,984  (-99.29%)","40,448  (-99.32%)","1,20,832  (-97.96%)"
dram__cycles_elapsed.max.per_second [Ghz],6.99  (-12.55%),6.94  (-13.15%),5.82  (-27.12%),5.85  (-26.76%)
dram__cycles_elapsed.min [cycle],"41,984  (-99.29%)","41,984  (-99.29%)","39,936  (-99.33%)","1,20,832  (-97.96%)"
